,comment_text,identity_attack_x,bias,target,category,rationale,labels,probabilities
10,Women just dont have the balls for many tough jobsgrow a pair and go in swingingabuse the men swear and drink and have fun.,0.6,bias,women,gender,prejudice against women,"['entailment', 'contradiction', 'contradiction', 'entailment', 'entailment', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment']","[{'contradiction': 30.9, 'neutral': 27.9, 'entailment': 41.2}, {'contradiction': 92.5, 'neutral': 6.2, 'entailment': 1.3}, {'contradiction': 47.0, 'neutral': 13.8, 'entailment': 39.1}, {'contradiction': 33.9, 'neutral': 27.8, 'entailment': 38.3}, {'contradiction': 43.8, 'neutral': 8.2, 'entailment': 48.0}, {'contradiction': 1.4, 'neutral': 6.8, 'entailment': 91.8}, {'contradiction': 19.0, 'neutral': 80.7, 'entailment': 0.3}, {'contradiction': 0.4, 'neutral': 1.8, 'entailment': 97.8}, {'contradiction': 55.9, 'neutral': 11.0, 'entailment': 33.1}, {'contradiction': 55.4, 'neutral': 19.3, 'entailment': 25.4}, {'contradiction': 2.0, 'neutral': 9.5, 'entailment': 88.6}, {'contradiction': 2.0, 'neutral': 15.9, 'entailment': 82.0}, {'contradiction': 32.6, 'neutral': 10.1, 'entailment': 57.3}, {'contradiction': 19.7, 'neutral': 20.6, 'entailment': 59.6}, {'contradiction': 8.5, 'neutral': 22.0, 'entailment': 69.5}]"
11,There is no such thing as islamophobia  There is just saying things muslims dont like and so they whine and complain about it.  Grow a spine.  And stop treating your women like chattel.,0.5,bias,"muslims,women","religion,gender",prejudice against muslims and towards women,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'entailment', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 81.9, 'neutral': 15.5, 'entailment': 2.6}, {'contradiction': 95.1, 'neutral': 4.5, 'entailment': 0.4}, {'contradiction': 87.4, 'neutral': 8.8, 'entailment': 3.8}, {'contradiction': 23.9, 'neutral': 74.2, 'entailment': 1.9}, {'contradiction': 33.3, 'neutral': 28.3, 'entailment': 38.3}, {'contradiction': 90.1, 'neutral': 7.2, 'entailment': 2.6}, {'contradiction': 12.2, 'neutral': 84.3, 'entailment': 3.5}, {'contradiction': 17.8, 'neutral': 51.6, 'entailment': 30.5}, {'contradiction': 96.1, 'neutral': 3.2, 'entailment': 0.7}, {'contradiction': 47.5, 'neutral': 23.4, 'entailment': 29.0}, {'contradiction': 0.3, 'neutral': 3.4, 'entailment': 96.3}, {'contradiction': 85.4, 'neutral': 14.0, 'entailment': 0.6}, {'contradiction': 13.5, 'neutral': 21.2, 'entailment': 65.3}, {'contradiction': 53.2, 'neutral': 28.5, 'entailment': 18.3}, {'contradiction': 25.2, 'neutral': 23.0, 'entailment': 51.8}]"
12,A Church that refuses to accept women as priests will also negate gay priests. Misogyny is a sin.,0.5,bias,"gays,women,christians","lgbtq,gender,religion","prejudice against lgbtq,women and christians","['contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'entailment', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 69.2, 'neutral': 28.9, 'entailment': 1.8}, {'contradiction': 70.3, 'neutral': 25.3, 'entailment': 4.4}, {'contradiction': 82.1, 'neutral': 12.1, 'entailment': 5.7}, {'contradiction': 56.8, 'neutral': 34.6, 'entailment': 8.6}, {'contradiction': 24.4, 'neutral': 19.0, 'entailment': 56.6}, {'contradiction': 9.3, 'neutral': 19.9, 'entailment': 70.8}, {'contradiction': 39.9, 'neutral': 58.6, 'entailment': 1.5}, {'contradiction': 4.7, 'neutral': 9.1, 'entailment': 86.2}, {'contradiction': 76.0, 'neutral': 14.7, 'entailment': 9.3}, {'contradiction': 85.4, 'neutral': 11.5, 'entailment': 3.1}, {'contradiction': 4.1, 'neutral': 10.5, 'entailment': 85.4}, {'contradiction': 8.1, 'neutral': 18.7, 'entailment': 73.2}, {'contradiction': 30.1, 'neutral': 19.3, 'entailment': 50.6}, {'contradiction': 43.4, 'neutral': 13.9, 'entailment': 42.7}, {'contradiction': 2.7, 'neutral': 8.3, 'entailment': 89.0}]"
13,lets kill all the white men and everyone will be happy.,0.822580645,bias,"whites, men","race,gender",prejudice against whites and men,"['contradiction', 'contradiction', 'entailment', 'entailment', 'entailment', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment']","[{'contradiction': 59.0, 'neutral': 27.7, 'entailment': 13.3}, {'contradiction': 40.5, 'neutral': 22.3, 'entailment': 37.2}, {'contradiction': 3.6, 'neutral': 5.5, 'entailment': 90.9}, {'contradiction': 2.5, 'neutral': 8.3, 'entailment': 89.2}, {'contradiction': 18.3, 'neutral': 24.3, 'entailment': 57.3}, {'contradiction': 1.3, 'neutral': 2.7, 'entailment': 96.0}, {'contradiction': 17.4, 'neutral': 80.4, 'entailment': 2.2}, {'contradiction': 21.4, 'neutral': 28.3, 'entailment': 50.3}, {'contradiction': 95.0, 'neutral': 4.1, 'entailment': 0.9}, {'contradiction': 98.9, 'neutral': 0.8, 'entailment': 0.2}, {'contradiction': 2.1, 'neutral': 5.2, 'entailment': 92.7}, {'contradiction': 3.6, 'neutral': 5.6, 'entailment': 90.8}, {'contradiction': 6.9, 'neutral': 10.8, 'entailment': 82.3}, {'contradiction': 10.8, 'neutral': 19.8, 'entailment': 69.4}, {'contradiction': 2.7, 'neutral': 8.8, 'entailment': 88.5}]"
14,More white women voted for Trump than Hillary. Why do women hate themselves?,0.5,bias,women,gender,prejudice against women,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'entailment', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment']","[{'contradiction': 60.0, 'neutral': 23.3, 'entailment': 16.7}, {'contradiction': 82.0, 'neutral': 15.6, 'entailment': 2.5}, {'contradiction': 56.9, 'neutral': 23.7, 'entailment': 19.4}, {'contradiction': 12.9, 'neutral': 79.0, 'entailment': 8.1}, {'contradiction': 24.1, 'neutral': 35.8, 'entailment': 40.1}, {'contradiction': 20.8, 'neutral': 20.3, 'entailment': 58.9}, {'contradiction': 3.6, 'neutral': 86.2, 'entailment': 10.2}, {'contradiction': 12.3, 'neutral': 43.3, 'entailment': 44.5}, {'contradiction': 90.1, 'neutral': 6.3, 'entailment': 3.5}, {'contradiction': 98.9, 'neutral': 1.0, 'entailment': 0.1}, {'contradiction': 3.2, 'neutral': 9.5, 'entailment': 87.3}, {'contradiction': 29.6, 'neutral': 51.2, 'entailment': 19.3}, {'contradiction': 7.3, 'neutral': 16.9, 'entailment': 75.8}, {'contradiction': 22.3, 'neutral': 31.6, 'entailment': 46.2}, {'contradiction': 0.9, 'neutral': 3.6, 'entailment': 95.5}]"
15,Women make poor managers.  They dont have any logic theyre not rational ignore evidence and data.  They make decisions based on emotions how they feel that day and whether it will get them browny points with other sea hags.   Thats how our fearless feminist clown boy got elected.,0.7,bias,women,gender,prejudice against women,"['entailment', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment', 'entailment', 'entailment', 'contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction', 'entailment', 'neutral']","[{'contradiction': 8.3, 'neutral': 44.1, 'entailment': 47.7}, {'contradiction': 93.8, 'neutral': 5.9, 'entailment': 0.3}, {'contradiction': 92.8, 'neutral': 5.6, 'entailment': 1.5}, {'contradiction': 21.6, 'neutral': 77.8, 'entailment': 0.5}, {'contradiction': 58.7, 'neutral': 32.3, 'entailment': 9.0}, {'contradiction': 3.0, 'neutral': 17.9, 'entailment': 79.1}, {'contradiction': 0.1, 'neutral': 5.2, 'entailment': 94.7}, {'contradiction': 0.2, 'neutral': 2.9, 'entailment': 96.9}, {'contradiction': 73.7, 'neutral': 22.1, 'entailment': 4.2}, {'contradiction': 82.4, 'neutral': 17.0, 'entailment': 0.6}, {'contradiction': 7.4, 'neutral': 16.3, 'entailment': 76.3}, {'contradiction': 3.4, 'neutral': 49.9, 'entailment': 46.7}, {'contradiction': 98.3, 'neutral': 0.9, 'entailment': 0.8}, {'contradiction': 25.3, 'neutral': 35.9, 'entailment': 38.8}, {'contradiction': 16.6, 'neutral': 50.4, 'entailment': 32.9}]"
16,I wonder if I could apply to the U.Ssurely living under Wynne and Trudeau qualifies as cruel and unusual hardshipand that is without mentioning being disenfranchised as a WhiteEnglish SpeakingHetero Sexual Male.,0.5,bias,"whites,men","race,gender",prejudice against whites and men,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'neutral']","[{'contradiction': 82.2, 'neutral': 17.3, 'entailment': 0.5}, {'contradiction': 92.9, 'neutral': 6.7, 'entailment': 0.4}, {'contradiction': 80.8, 'neutral': 18.0, 'entailment': 1.2}, {'contradiction': 37.6, 'neutral': 61.7, 'entailment': 0.7}, {'contradiction': 47.1, 'neutral': 50.1, 'entailment': 2.7}, {'contradiction': 48.8, 'neutral': 45.1, 'entailment': 6.1}, {'contradiction': 95.0, 'neutral': 4.8, 'entailment': 0.1}, {'contradiction': 3.6, 'neutral': 27.0, 'entailment': 69.4}, {'contradiction': 86.4, 'neutral': 10.1, 'entailment': 3.5}, {'contradiction': 97.8, 'neutral': 2.2, 'entailment': 0.0}, {'contradiction': 31.2, 'neutral': 40.6, 'entailment': 28.2}, {'contradiction': 36.1, 'neutral': 57.6, 'entailment': 6.3}, {'contradiction': 89.3, 'neutral': 7.1, 'entailment': 3.5}, {'contradiction': 88.9, 'neutral': 10.0, 'entailment': 1.1}, {'contradiction': 2.7, 'neutral': 51.0, 'entailment': 46.3}]"
17,Kind of like white males were silent after Dylan Roof shot those black people? We should have taken out full page ads denouncing those of us Im a white male who have decided to go on a holy war against minorities yet we didnt.  Shame on us.,0.5,bias,"blacks,whites,men","race,gender",prejudice against blacks and white men,"['contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 80.4, 'neutral': 12.1, 'entailment': 7.5}, {'contradiction': 76.8, 'neutral': 18.7, 'entailment': 4.4}, {'contradiction': 19.3, 'neutral': 13.7, 'entailment': 67.0}, {'contradiction': 90.8, 'neutral': 7.2, 'entailment': 2.0}, {'contradiction': 73.3, 'neutral': 10.8, 'entailment': 15.8}, {'contradiction': 68.4, 'neutral': 16.9, 'entailment': 14.8}, {'contradiction': 69.6, 'neutral': 29.5, 'entailment': 1.0}, {'contradiction': 52.2, 'neutral': 37.7, 'entailment': 10.0}, {'contradiction': 96.6, 'neutral': 3.0, 'entailment': 0.4}, {'contradiction': 88.5, 'neutral': 8.1, 'entailment': 3.4}, {'contradiction': 5.9, 'neutral': 7.0, 'entailment': 87.0}, {'contradiction': 31.9, 'neutral': 62.1, 'entailment': 5.9}, {'contradiction': 15.0, 'neutral': 34.3, 'entailment': 50.8}, {'contradiction': 60.6, 'neutral': 19.4, 'entailment': 20.0}, {'contradiction': 7.3, 'neutral': 15.4, 'entailment': 77.3}]"
18,The only positions women should be is on their knees or all fours.,0.8,bias,women,gender,prejudice against women,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction']","[{'contradiction': 79.5, 'neutral': 19.4, 'entailment': 1.0}, {'contradiction': 97.7, 'neutral': 2.1, 'entailment': 0.2}, {'contradiction': 95.0, 'neutral': 4.0, 'entailment': 0.9}, {'contradiction': 96.4, 'neutral': 3.5, 'entailment': 0.1}, {'contradiction': 87.0, 'neutral': 11.0, 'entailment': 2.0}, {'contradiction': 76.5, 'neutral': 15.6, 'entailment': 7.9}, {'contradiction': 27.2, 'neutral': 72.6, 'entailment': 0.3}, {'contradiction': 67.7, 'neutral': 12.6, 'entailment': 19.7}, {'contradiction': 98.9, 'neutral': 0.9, 'entailment': 0.2}, {'contradiction': 35.7, 'neutral': 47.4, 'entailment': 16.9}, {'contradiction': 10.5, 'neutral': 20.3, 'entailment': 69.2}, {'contradiction': 80.5, 'neutral': 15.6, 'entailment': 4.0}, {'contradiction': 48.8, 'neutral': 31.8, 'entailment': 19.4}, {'contradiction': 13.4, 'neutral': 42.3, 'entailment': 44.3}, {'contradiction': 45.4, 'neutral': 25.5, 'entailment': 29.1}]"
19,This guy sounds like a girlly man,0.263157895,bias,women,gender,prejudice against women,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral', 'entailment', 'neutral', 'neutral', 'contradiction', 'neutral']","[{'contradiction': 14.1, 'neutral': 83.0, 'entailment': 2.9}, {'contradiction': 79.5, 'neutral': 20.4, 'entailment': 0.1}, {'contradiction': 27.1, 'neutral': 71.8, 'entailment': 1.0}, {'contradiction': 95.7, 'neutral': 4.2, 'entailment': 0.1}, {'contradiction': 22.3, 'neutral': 77.2, 'entailment': 0.6}, {'contradiction': 6.0, 'neutral': 88.5, 'entailment': 5.5}, {'contradiction': 40.4, 'neutral': 58.5, 'entailment': 1.1}, {'contradiction': 1.6, 'neutral': 97.9, 'entailment': 0.5}, {'contradiction': 93.4, 'neutral': 6.3, 'entailment': 0.3}, {'contradiction': 22.8, 'neutral': 75.0, 'entailment': 2.2}, {'contradiction': 0.8, 'neutral': 9.6, 'entailment': 89.7}, {'contradiction': 5.0, 'neutral': 93.4, 'entailment': 1.6}, {'contradiction': 0.7, 'neutral': 97.7, 'entailment': 1.6}, {'contradiction': 74.4, 'neutral': 22.8, 'entailment': 2.8}, {'contradiction': 11.2, 'neutral': 86.1, 'entailment': 2.8}]"
20,Women are paid less than men. That is a fact. Your comment makes no sense.,0.259259259,bias,women,gender,prejudice against women,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction', 'neutral', 'entailment']","[{'contradiction': 62.2, 'neutral': 34.9, 'entailment': 2.9}, {'contradiction': 95.5, 'neutral': 4.3, 'entailment': 0.2}, {'contradiction': 80.2, 'neutral': 18.6, 'entailment': 1.2}, {'contradiction': 72.9, 'neutral': 26.3, 'entailment': 0.8}, {'contradiction': 48.9, 'neutral': 38.4, 'entailment': 12.7}, {'contradiction': 28.4, 'neutral': 61.3, 'entailment': 10.2}, {'contradiction': 27.4, 'neutral': 72.2, 'entailment': 0.4}, {'contradiction': 9.1, 'neutral': 80.3, 'entailment': 10.6}, {'contradiction': 74.5, 'neutral': 20.9, 'entailment': 4.6}, {'contradiction': 90.1, 'neutral': 8.9, 'entailment': 1.0}, {'contradiction': 12.5, 'neutral': 23.1, 'entailment': 64.4}, {'contradiction': 40.0, 'neutral': 46.0, 'entailment': 14.0}, {'contradiction': 79.5, 'neutral': 4.8, 'entailment': 15.7}, {'contradiction': 12.4, 'neutral': 49.7, 'entailment': 37.9}, {'contradiction': 14.2, 'neutral': 32.4, 'entailment': 53.4}]"
21,Never send a woman to do a mans job.,0.6,bias,"women,men",gender,prejudice against women and towards men,"['neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'entailment']","[{'contradiction': 2.6, 'neutral': 91.2, 'entailment': 6.2}, {'contradiction': 76.1, 'neutral': 22.1, 'entailment': 1.8}, {'contradiction': 26.0, 'neutral': 70.6, 'entailment': 3.3}, {'contradiction': 19.7, 'neutral': 78.9, 'entailment': 1.4}, {'contradiction': 20.0, 'neutral': 73.6, 'entailment': 6.4}, {'contradiction': 58.6, 'neutral': 25.2, 'entailment': 16.2}, {'contradiction': 2.6, 'neutral': 97.3, 'entailment': 0.1}, {'contradiction': 3.9, 'neutral': 18.0, 'entailment': 78.1}, {'contradiction': 53.9, 'neutral': 31.6, 'entailment': 14.5}, {'contradiction': 50.0, 'neutral': 26.0, 'entailment': 24.0}, {'contradiction': 8.0, 'neutral': 20.7, 'entailment': 71.3}, {'contradiction': 91.0, 'neutral': 6.5, 'entailment': 2.5}, {'contradiction': 76.9, 'neutral': 16.8, 'entailment': 6.3}, {'contradiction': 14.8, 'neutral': 47.6, 'entailment': 37.6}, {'contradiction': 7.6, 'neutral': 36.1, 'entailment': 56.3}]"
22,It sounds like she wants to get rid of the men from her establishments but cant  find  adequately trained women who will  do the work.  As is the norm  she will blame men rather than women for the situation.  Their gender victimized sufferings are endless and remains unchallenged.,0.5,bias,women,gender,prejudice against women,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'entailment', 'contradiction', 'entailment', 'entailment']","[{'contradiction': 74.2, 'neutral': 22.6, 'entailment': 3.3}, {'contradiction': 86.7, 'neutral': 12.3, 'entailment': 1.0}, {'contradiction': 67.9, 'neutral': 18.6, 'entailment': 13.5}, {'contradiction': 6.4, 'neutral': 80.6, 'entailment': 13.1}, {'contradiction': 31.1, 'neutral': 35.5, 'entailment': 33.4}, {'contradiction': 10.2, 'neutral': 14.4, 'entailment': 75.3}, {'contradiction': 56.4, 'neutral': 42.3, 'entailment': 1.3}, {'contradiction': 0.6, 'neutral': 3.2, 'entailment': 96.1}, {'contradiction': 39.8, 'neutral': 25.2, 'entailment': 35.0}, {'contradiction': 98.9, 'neutral': 1.0, 'entailment': 0.1}, {'contradiction': 10.8, 'neutral': 32.3, 'entailment': 56.9}, {'contradiction': 36.1, 'neutral': 26.4, 'entailment': 37.4}, {'contradiction': 52.5, 'neutral': 10.8, 'entailment': 36.7}, {'contradiction': 21.6, 'neutral': 32.7, 'entailment': 45.7}, {'contradiction': 1.9, 'neutral': 7.2, 'entailment': 90.9}]"
23,those white Republicans just cant stand anything good that a black man does.,0.515151515,bias,"blacks,whites,republicans,men","race,political,gender",prejudice against white republicans and towards black men,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 88.0, 'neutral': 11.0, 'entailment': 0.9}, {'contradiction': 97.6, 'neutral': 2.2, 'entailment': 0.2}, {'contradiction': 92.3, 'neutral': 6.1, 'entailment': 1.6}, {'contradiction': 51.3, 'neutral': 46.0, 'entailment': 2.7}, {'contradiction': 91.9, 'neutral': 7.2, 'entailment': 0.9}, {'contradiction': 91.0, 'neutral': 7.8, 'entailment': 1.2}, {'contradiction': 95.6, 'neutral': 4.2, 'entailment': 0.3}, {'contradiction': 49.3, 'neutral': 37.0, 'entailment': 13.8}, {'contradiction': 91.3, 'neutral': 7.4, 'entailment': 1.3}, {'contradiction': 98.2, 'neutral': 1.7, 'entailment': 0.1}, {'contradiction': 60.1, 'neutral': 17.2, 'entailment': 22.7}, {'contradiction': 92.8, 'neutral': 6.8, 'entailment': 0.3}, {'contradiction': 55.9, 'neutral': 23.1, 'entailment': 21.0}, {'contradiction': 69.6, 'neutral': 22.7, 'entailment': 7.7}, {'contradiction': 13.4, 'neutral': 39.5, 'entailment': 47.1}]"
24,Comedy apparently women are so stupid that unless they go to a religious funded clinic they will never attain any of the free contraception offered by countless liberal clinics throughout every state.,0.513157895,bias,women,gender,prejudice against women,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 16.8, 'neutral': 13.8, 'entailment': 69.4}, {'contradiction': 96.2, 'neutral': 3.1, 'entailment': 0.7}, {'contradiction': 96.8, 'neutral': 1.8, 'entailment': 1.3}, {'contradiction': 97.6, 'neutral': 1.4, 'entailment': 1.0}, {'contradiction': 88.7, 'neutral': 7.4, 'entailment': 3.8}, {'contradiction': 28.3, 'neutral': 29.0, 'entailment': 42.7}, {'contradiction': 14.3, 'neutral': 85.0, 'entailment': 0.7}, {'contradiction': 17.7, 'neutral': 21.2, 'entailment': 61.1}, {'contradiction': 89.5, 'neutral': 7.9, 'entailment': 2.6}, {'contradiction': 98.8, 'neutral': 1.0, 'entailment': 0.2}, {'contradiction': 11.5, 'neutral': 12.8, 'entailment': 75.7}, {'contradiction': 43.7, 'neutral': 43.7, 'entailment': 12.6}, {'contradiction': 8.9, 'neutral': 15.1, 'entailment': 76.0}, {'contradiction': 45.3, 'neutral': 26.2, 'entailment': 28.5}, {'contradiction': 26.3, 'neutral': 15.7, 'entailment': 58.0}]"
25,As more women take on positions of authority the less free speech there will be.,0.5,bias,women,gender,prejudice against women,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction']","[{'contradiction': 92.0, 'neutral': 7.7, 'entailment': 0.3}, {'contradiction': 95.1, 'neutral': 4.2, 'entailment': 0.6}, {'contradiction': 92.4, 'neutral': 6.1, 'entailment': 1.5}, {'contradiction': 93.0, 'neutral': 6.7, 'entailment': 0.4}, {'contradiction': 84.4, 'neutral': 12.4, 'entailment': 3.2}, {'contradiction': 55.1, 'neutral': 34.1, 'entailment': 10.8}, {'contradiction': 10.7, 'neutral': 88.7, 'entailment': 0.7}, {'contradiction': 95.2, 'neutral': 4.3, 'entailment': 0.4}, {'contradiction': 97.3, 'neutral': 2.4, 'entailment': 0.3}, {'contradiction': 92.3, 'neutral': 6.3, 'entailment': 1.4}, {'contradiction': 22.0, 'neutral': 31.9, 'entailment': 46.0}, {'contradiction': 36.2, 'neutral': 57.6, 'entailment': 6.3}, {'contradiction': 14.0, 'neutral': 25.9, 'entailment': 60.1}, {'contradiction': 83.1, 'neutral': 13.6, 'entailment': 3.3}, {'contradiction': 44.7, 'neutral': 35.0, 'entailment': 20.4}]"
26,The only thing that women have been able to do in seminaries for decades is cook and do the laundry.,0.8,bias,women,gender,prejudice towards women,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction']","[{'contradiction': 72.7, 'neutral': 23.8, 'entailment': 3.4}, {'contradiction': 98.7, 'neutral': 1.1, 'entailment': 0.2}, {'contradiction': 97.5, 'neutral': 2.0, 'entailment': 0.5}, {'contradiction': 95.3, 'neutral': 4.5, 'entailment': 0.2}, {'contradiction': 87.0, 'neutral': 11.3, 'entailment': 1.7}, {'contradiction': 61.8, 'neutral': 29.0, 'entailment': 9.2}, {'contradiction': 40.3, 'neutral': 59.4, 'entailment': 0.4}, {'contradiction': 3.8, 'neutral': 4.9, 'entailment': 91.3}, {'contradiction': 87.7, 'neutral': 7.1, 'entailment': 5.2}, {'contradiction': 94.5, 'neutral': 5.2, 'entailment': 0.3}, {'contradiction': 8.3, 'neutral': 11.0, 'entailment': 80.7}, {'contradiction': 36.9, 'neutral': 60.2, 'entailment': 2.9}, {'contradiction': 7.7, 'neutral': 28.5, 'entailment': 63.8}, {'contradiction': 47.8, 'neutral': 28.8, 'entailment': 23.4}, {'contradiction': 61.5, 'neutral': 26.9, 'entailment': 11.6}]"
27,Nothing is true for everybody.  But we need to have rules and common practice is to establish them based on what is commonly understood not the exceptions like effeminate men.,0.5,bias,men,gender,prejudice against men,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']","[{'contradiction': 63.0, 'neutral': 36.7, 'entailment': 0.3}, {'contradiction': 85.2, 'neutral': 14.7, 'entailment': 0.1}, {'contradiction': 77.3, 'neutral': 22.6, 'entailment': 0.1}, {'contradiction': 92.2, 'neutral': 7.8, 'entailment': 0.0}, {'contradiction': 79.2, 'neutral': 20.6, 'entailment': 0.2}, {'contradiction': 84.5, 'neutral': 15.0, 'entailment': 0.5}, {'contradiction': 97.2, 'neutral': 2.7, 'entailment': 0.1}, {'contradiction': 2.8, 'neutral': 90.8, 'entailment': 6.5}, {'contradiction': 78.3, 'neutral': 19.6, 'entailment': 2.1}, {'contradiction': 97.0, 'neutral': 3.0, 'entailment': 0.1}, {'contradiction': 13.5, 'neutral': 61.6, 'entailment': 24.8}, {'contradiction': 76.1, 'neutral': 23.8, 'entailment': 0.2}, {'contradiction': 19.7, 'neutral': 76.6, 'entailment': 3.7}, {'contradiction': 78.7, 'neutral': 20.5, 'entailment': 0.9}, {'contradiction': 21.8, 'neutral': 69.7, 'entailment': 8.6}]"
28,...the need for white people to have advocacy like other groups do Im not sure that applies to a group in power. Look at government bodies and CEOs. Most of them are white males. Whites dont need an advocacy group.,0.5,bias,"whites,men","race,gender",prejudice against white men,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction']","[{'contradiction': 75.6, 'neutral': 19.3, 'entailment': 5.1}, {'contradiction': 94.7, 'neutral': 5.1, 'entailment': 0.2}, {'contradiction': 89.3, 'neutral': 9.8, 'entailment': 0.9}, {'contradiction': 64.8, 'neutral': 33.7, 'entailment': 1.5}, {'contradiction': 86.6, 'neutral': 12.1, 'entailment': 1.4}, {'contradiction': 93.6, 'neutral': 4.6, 'entailment': 1.8}, {'contradiction': 77.3, 'neutral': 22.2, 'entailment': 0.5}, {'contradiction': 46.7, 'neutral': 34.2, 'entailment': 19.1}, {'contradiction': 89.4, 'neutral': 7.9, 'entailment': 2.6}, {'contradiction': 96.8, 'neutral': 2.1, 'entailment': 1.1}, {'contradiction': 10.7, 'neutral': 9.9, 'entailment': 79.4}, {'contradiction': 89.8, 'neutral': 9.6, 'entailment': 0.5}, {'contradiction': 8.3, 'neutral': 21.8, 'entailment': 69.8}, {'contradiction': 81.1, 'neutral': 14.5, 'entailment': 4.5}, {'contradiction': 41.6, 'neutral': 25.7, 'entailment': 32.7}]"
29,Trump won 53 of the white women vote. Appalling.,0.5,bias,white women,"race,gender",prejudice against white women,"['neutral', 'contradiction', 'neutral', 'neutral', 'entailment', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment']","[{'contradiction': 44.4, 'neutral': 47.5, 'entailment': 8.1}, {'contradiction': 80.6, 'neutral': 15.8, 'entailment': 3.6}, {'contradiction': 38.7, 'neutral': 39.1, 'entailment': 22.1}, {'contradiction': 8.4, 'neutral': 84.3, 'entailment': 7.3}, {'contradiction': 32.4, 'neutral': 21.5, 'entailment': 46.2}, {'contradiction': 10.1, 'neutral': 51.8, 'entailment': 38.1}, {'contradiction': 1.6, 'neutral': 96.6, 'entailment': 1.9}, {'contradiction': 21.7, 'neutral': 59.8, 'entailment': 18.6}, {'contradiction': 92.7, 'neutral': 5.8, 'entailment': 1.5}, {'contradiction': 85.5, 'neutral': 14.1, 'entailment': 0.4}, {'contradiction': 1.0, 'neutral': 8.3, 'entailment': 90.7}, {'contradiction': 19.6, 'neutral': 69.1, 'entailment': 11.3}, {'contradiction': 9.0, 'neutral': 23.4, 'entailment': 67.6}, {'contradiction': 11.6, 'neutral': 36.6, 'entailment': 51.8}, {'contradiction': 3.1, 'neutral': 13.0, 'entailment': 84.0}]"
