,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,labels,probabilities
496,132,Blacks and browns are huge drains on society,0.961879724,bias,"blacks,browns",race,prejudice against blacks and browns,"['entailment', 'neutral', 'neutral', 'contradiction', 'contradiction', 'neutral', 'entailment', 'entailment', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.7, 'neutral': 19.6, 'entailment': 79.7}, {'contradiction': 14.2, 'neutral': 77.1, 'entailment': 8.6}, {'contradiction': 42.5, 'neutral': 45.9, 'entailment': 11.6}, {'contradiction': 53.9, 'neutral': 44.3, 'entailment': 1.8}, {'contradiction': 92.9, 'neutral': 7.0, 'entailment': 0.1}, {'contradiction': 8.7, 'neutral': 91.0, 'entailment': 0.3}, {'contradiction': 0.5, 'neutral': 7.5, 'entailment': 91.9}, {'contradiction': 12.1, 'neutral': 38.5, 'entailment': 49.4}, {'contradiction': 98.7, 'neutral': 0.6, 'entailment': 0.6}, {'contradiction': 38.4, 'neutral': 39.1, 'entailment': 22.6}, {'contradiction': 2.1, 'neutral': 62.4, 'entailment': 35.6}, {'contradiction': 52.9, 'neutral': 45.2, 'entailment': 1.8}, {'contradiction': 53.7, 'neutral': 45.0, 'entailment': 1.3}, {'contradiction': 84.8, 'neutral': 13.0, 'entailment': 2.2}, {'contradiction': 6.4, 'neutral': 27.3, 'entailment': 66.3}]"
497,133,Nope. White men are pretty scary. Especially Christian ones. They reeeeally hate women as well as POC.,0.714285714,bias,"whites,christians","race,religion",prejudice against a race and religion,"['entailment', 'entailment', 'contradiction', 'neutral', 'contradiction', 'neutral', 'entailment', 'entailment', 'contradiction', 'neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 0.1, 'neutral': 16.4, 'entailment': 83.5}, {'contradiction': 0.3, 'neutral': 23.3, 'entailment': 76.4}, {'contradiction': 57.2, 'neutral': 25.9, 'entailment': 16.9}, {'contradiction': 0.8, 'neutral': 83.2, 'entailment': 16.1}, {'contradiction': 67.6, 'neutral': 31.9, 'entailment': 0.5}, {'contradiction': 2.1, 'neutral': 97.8, 'entailment': 0.1}, {'contradiction': 0.1, 'neutral': 4.2, 'entailment': 95.7}, {'contradiction': 16.5, 'neutral': 35.6, 'entailment': 47.9}, {'contradiction': 66.5, 'neutral': 7.0, 'entailment': 26.5}, {'contradiction': 27.7, 'neutral': 42.7, 'entailment': 29.5}, {'contradiction': 0.9, 'neutral': 95.6, 'entailment': 3.5}, {'contradiction': 50.8, 'neutral': 32.4, 'entailment': 16.8}, {'contradiction': 41.2, 'neutral': 51.0, 'entailment': 7.8}, {'contradiction': 45.0, 'neutral': 10.1, 'entailment': 44.9}, {'contradiction': 0.2, 'neutral': 9.7, 'entailment': 90.1}]"
498,134,I do not like any of the dark groups BLM is a good example . They are a racist group who are demanding black people take power by beating on white people . Africans as a group are murdering their own people . That is what dark people do with power. No need to explain what goes on where large groups of Muslims gather.,0.7,bias,"blacks,whites,muslims",race,"prejudice against blacks, whites and muslims","['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'neutral', 'entailment', 'entailment', 'entailment', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.1, 'neutral': 1.1, 'entailment': 98.8}, {'contradiction': 0.1, 'neutral': 1.4, 'entailment': 98.6}, {'contradiction': 56.7, 'neutral': 26.8, 'entailment': 16.6}, {'contradiction': 0.7, 'neutral': 4.0, 'entailment': 95.3}, {'contradiction': 97.3, 'neutral': 2.4, 'entailment': 0.3}, {'contradiction': 18.7, 'neutral': 80.8, 'entailment': 0.5}, {'contradiction': 0.5, 'neutral': 15.0, 'entailment': 84.6}, {'contradiction': 33.6, 'neutral': 29.6, 'entailment': 36.8}, {'contradiction': 19.2, 'neutral': 8.7, 'entailment': 72.1}, {'contradiction': 47.3, 'neutral': 49.9, 'entailment': 2.8}, {'contradiction': 14.3, 'neutral': 77.7, 'entailment': 8.0}, {'contradiction': 60.3, 'neutral': 31.8, 'entailment': 7.9}, {'contradiction': 76.7, 'neutral': 20.8, 'entailment': 2.5}, {'contradiction': 94.3, 'neutral': 3.3, 'entailment': 2.4}, {'contradiction': 0.3, 'neutral': 2.1, 'entailment': 97.6}]"
499,135,Well in the case of white supremacists you are talking about a fever swamp of domestic terrorism so having a sitting president who is trying not to alienate them as well as inviting scum like Bannon Gorka and Miller into the WH is a very big concern.,0.267605634,bias,whites,race,prejudice against whites,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.2, 'neutral': 3.9, 'entailment': 95.9}, {'contradiction': 0.1, 'neutral': 5.8, 'entailment': 94.1}, {'contradiction': 85.3, 'neutral': 12.1, 'entailment': 2.6}, {'contradiction': 0.1, 'neutral': 9.4, 'entailment': 90.5}, {'contradiction': 97.0, 'neutral': 2.9, 'entailment': 0.1}, {'contradiction': 51.3, 'neutral': 48.3, 'entailment': 0.4}, {'contradiction': 0.1, 'neutral': 5.3, 'entailment': 94.5}, {'contradiction': 70.4, 'neutral': 21.8, 'entailment': 7.8}, {'contradiction': 56.0, 'neutral': 21.1, 'entailment': 23.0}, {'contradiction': 90.7, 'neutral': 9.1, 'entailment': 0.2}, {'contradiction': 1.2, 'neutral': 69.0, 'entailment': 29.7}, {'contradiction': 74.6, 'neutral': 21.1, 'entailment': 4.3}, {'contradiction': 85.7, 'neutral': 13.7, 'entailment': 0.6}, {'contradiction': 99.4, 'neutral': 0.5, 'entailment': 0.2}, {'contradiction': 0.2, 'neutral': 3.2, 'entailment': 96.5}]"
500,136,Its official. Canadians have been driven to mental illness.   The test for civility here is confusing. I rated a comment referring to the left as disgusting and vile as not good but civil. There were no personal names. Vile means disgusted and the poster was disgusted. So ??? If thats not OK why is Fiberals allowed? Thats referring to the Liberals as liars.,0.6,bias,canadians,race,prejudice against canadians,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 5.4, 'neutral': 52.0, 'entailment': 42.6}, {'contradiction': 68.7, 'neutral': 22.3, 'entailment': 9.0}, {'contradiction': 63.5, 'neutral': 26.3, 'entailment': 10.2}, {'contradiction': 52.1, 'neutral': 33.8, 'entailment': 14.1}, {'contradiction': 89.8, 'neutral': 4.7, 'entailment': 5.5}, {'contradiction': 77.8, 'neutral': 21.9, 'entailment': 0.2}, {'contradiction': 6.5, 'neutral': 40.1, 'entailment': 53.4}, {'contradiction': 52.3, 'neutral': 34.2, 'entailment': 13.5}, {'contradiction': 69.6, 'neutral': 15.8, 'entailment': 14.6}, {'contradiction': 60.9, 'neutral': 28.0, 'entailment': 11.1}, {'contradiction': 9.3, 'neutral': 84.8, 'entailment': 6.0}, {'contradiction': 77.0, 'neutral': 16.9, 'entailment': 6.1}, {'contradiction': 83.5, 'neutral': 13.1, 'entailment': 3.4}, {'contradiction': 90.0, 'neutral': 3.7, 'entailment': 6.3}, {'contradiction': 69.2, 'neutral': 23.4, 'entailment': 7.4}]"
501,137,A self loathing white male. The most useless form of humanity of the planet.,0.514285714,bias,whites,race,prejudice against whites,"['entailment', 'entailment', 'contradiction', 'neutral', 'contradiction', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment', 'neutral', 'neutral', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 0.3, 'neutral': 15.9, 'entailment': 83.8}, {'contradiction': 5.8, 'neutral': 45.6, 'entailment': 48.5}, {'contradiction': 44.7, 'neutral': 40.6, 'entailment': 14.7}, {'contradiction': 30.8, 'neutral': 55.4, 'entailment': 13.9}, {'contradiction': 76.9, 'neutral': 22.7, 'entailment': 0.4}, {'contradiction': 1.6, 'neutral': 98.0, 'entailment': 0.3}, {'contradiction': 2.5, 'neutral': 31.2, 'entailment': 66.3}, {'contradiction': 1.1, 'neutral': 21.5, 'entailment': 77.5}, {'contradiction': 34.8, 'neutral': 14.9, 'entailment': 50.3}, {'contradiction': 8.1, 'neutral': 26.6, 'entailment': 65.3}, {'contradiction': 9.7, 'neutral': 84.8, 'entailment': 5.5}, {'contradiction': 29.7, 'neutral': 52.3, 'entailment': 18.0}, {'contradiction': 15.4, 'neutral': 83.3, 'entailment': 1.3}, {'contradiction': 62.1, 'neutral': 25.5, 'entailment': 12.4}, {'contradiction': 2.4, 'neutral': 29.6, 'entailment': 68.0}]"
502,138,Ill have those niggers voting Democrat for the next 200 years.    Lyndon B. Johnson when talking about passing the Great Society Legislation.,0.728571429,bias,blacks,race,prejudice towards blacks,"['entailment', 'neutral', 'entailment', 'entailment', 'contradiction', 'neutral', 'entailment', 'entailment', 'entailment', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.6, 'neutral': 16.1, 'entailment': 83.4}, {'contradiction': 12.2, 'neutral': 70.5, 'entailment': 17.3}, {'contradiction': 3.3, 'neutral': 11.8, 'entailment': 84.9}, {'contradiction': 9.6, 'neutral': 29.5, 'entailment': 60.9}, {'contradiction': 96.6, 'neutral': 2.1, 'entailment': 1.3}, {'contradiction': 39.6, 'neutral': 58.2, 'entailment': 2.2}, {'contradiction': 0.6, 'neutral': 14.4, 'entailment': 85.0}, {'contradiction': 13.6, 'neutral': 34.0, 'entailment': 52.4}, {'contradiction': 16.8, 'neutral': 9.1, 'entailment': 74.1}, {'contradiction': 38.5, 'neutral': 49.9, 'entailment': 11.5}, {'contradiction': 3.6, 'neutral': 89.4, 'entailment': 7.0}, {'contradiction': 70.8, 'neutral': 18.2, 'entailment': 11.0}, {'contradiction': 93.4, 'neutral': 5.4, 'entailment': 1.2}, {'contradiction': 90.8, 'neutral': 3.1, 'entailment': 6.0}, {'contradiction': 0.4, 'neutral': 6.7, 'entailment': 93.0}]"
503,139,I agree that the white bigot would be fired on the spot  Those who seem stuck in the 50s and 60s but never lived those times.  Isnt that amazing  All lives matter,0.6,bias,whites,race,prejudice against whites,"['entailment', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 1.0, 'neutral': 8.4, 'entailment': 90.6}, {'contradiction': 7.8, 'neutral': 27.1, 'entailment': 65.2}, {'contradiction': 97.0, 'neutral': 2.6, 'entailment': 0.4}, {'contradiction': 40.5, 'neutral': 30.2, 'entailment': 29.2}, {'contradiction': 97.9, 'neutral': 2.0, 'entailment': 0.2}, {'contradiction': 79.2, 'neutral': 20.5, 'entailment': 0.4}, {'contradiction': 2.5, 'neutral': 28.9, 'entailment': 68.6}, {'contradiction': 69.8, 'neutral': 25.8, 'entailment': 4.4}, {'contradiction': 90.2, 'neutral': 7.2, 'entailment': 2.6}, {'contradiction': 58.7, 'neutral': 33.9, 'entailment': 7.4}, {'contradiction': 2.8, 'neutral': 94.6, 'entailment': 2.6}, {'contradiction': 90.9, 'neutral': 5.6, 'entailment': 3.5}, {'contradiction': 36.8, 'neutral': 45.6, 'entailment': 17.6}, {'contradiction': 62.2, 'neutral': 12.4, 'entailment': 25.4}, {'contradiction': 3.2, 'neutral': 11.8, 'entailment': 85.0}]"
504,140,The Germans really are the dumbest sheep on the planet  how on earth can they reelect this treasonous communist?,0.75,bias,Germans,race,prejudice against germans,"['entailment', 'entailment', 'entailment', 'entailment', 'contradiction', 'neutral', 'entailment', 'entailment', 'contradiction', 'entailment', 'neutral', 'neutral', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.2, 'neutral': 6.0, 'entailment': 93.8}, {'contradiction': 26.5, 'neutral': 28.6, 'entailment': 44.9}, {'contradiction': 0.1, 'neutral': 1.9, 'entailment': 98.0}, {'contradiction': 14.6, 'neutral': 41.8, 'entailment': 43.6}, {'contradiction': 53.7, 'neutral': 26.8, 'entailment': 19.6}, {'contradiction': 27.5, 'neutral': 70.7, 'entailment': 1.8}, {'contradiction': 0.5, 'neutral': 16.0, 'entailment': 83.5}, {'contradiction': 3.7, 'neutral': 22.1, 'entailment': 74.3}, {'contradiction': 58.7, 'neutral': 18.7, 'entailment': 22.6}, {'contradiction': 0.5, 'neutral': 2.1, 'entailment': 97.4}, {'contradiction': 11.7, 'neutral': 80.1, 'entailment': 8.2}, {'contradiction': 37.9, 'neutral': 39.3, 'entailment': 22.8}, {'contradiction': 59.0, 'neutral': 28.8, 'entailment': 12.2}, {'contradiction': 92.3, 'neutral': 3.6, 'entailment': 4.1}, {'contradiction': 7.6, 'neutral': 23.0, 'entailment': 69.5}]"
505,141,sd how much do you wanna bet that virtually every adverse poster here is a white or at least nonblack who has no stake in this matter at all but is totally willing to jump in and ascribe adverse intent.  I find it disgusting.,0.5,bias,whites,race,prejudice against whites,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']","[{'contradiction': 17.9, 'neutral': 58.3, 'entailment': 23.7}, {'contradiction': 58.5, 'neutral': 30.7, 'entailment': 10.7}, {'contradiction': 54.1, 'neutral': 42.0, 'entailment': 3.9}, {'contradiction': 21.6, 'neutral': 54.2, 'entailment': 24.1}, {'contradiction': 85.4, 'neutral': 14.2, 'entailment': 0.4}, {'contradiction': 10.8, 'neutral': 89.0, 'entailment': 0.2}, {'contradiction': 25.4, 'neutral': 46.8, 'entailment': 27.8}, {'contradiction': 55.9, 'neutral': 36.9, 'entailment': 7.2}, {'contradiction': 32.5, 'neutral': 30.3, 'entailment': 37.1}, {'contradiction': 50.5, 'neutral': 47.4, 'entailment': 2.1}, {'contradiction': 8.2, 'neutral': 84.8, 'entailment': 6.9}, {'contradiction': 67.0, 'neutral': 29.5, 'entailment': 3.5}, {'contradiction': 50.0, 'neutral': 49.0, 'entailment': 1.0}, {'contradiction': 94.2, 'neutral': 4.4, 'entailment': 1.5}, {'contradiction': 20.7, 'neutral': 43.7, 'entailment': 35.6}]"
506,142,Another White psychopath shows his ugly mug. Its all good though. The people are starting to fight back,0.513513514,bias,whites,race,prejudice against whites,"['entailment', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.1, 'neutral': 1.0, 'entailment': 99.0}, {'contradiction': 0.4, 'neutral': 14.4, 'entailment': 85.2}, {'contradiction': 55.0, 'neutral': 36.4, 'entailment': 8.6}, {'contradiction': 13.2, 'neutral': 51.1, 'entailment': 35.7}, {'contradiction': 94.8, 'neutral': 5.1, 'entailment': 0.1}, {'contradiction': 65.1, 'neutral': 34.8, 'entailment': 0.1}, {'contradiction': 0.2, 'neutral': 10.5, 'entailment': 89.3}, {'contradiction': 37.0, 'neutral': 43.9, 'entailment': 19.1}, {'contradiction': 54.1, 'neutral': 15.7, 'entailment': 30.2}, {'contradiction': 44.6, 'neutral': 48.5, 'entailment': 6.8}, {'contradiction': 0.5, 'neutral': 98.9, 'entailment': 0.5}, {'contradiction': 66.2, 'neutral': 31.0, 'entailment': 2.8}, {'contradiction': 91.9, 'neutral': 7.3, 'entailment': 0.8}, {'contradiction': 95.8, 'neutral': 3.2, 'entailment': 1.0}, {'contradiction': 1.2, 'neutral': 15.4, 'entailment': 83.3}]"
507,143,Ussien Bolt showed more respect to our anthem than Gabby Shes an idiot who got sucked into the political show but her background as a gymnast doesnt jive with 98 of all other athletes and people in the world of real and respect. The only place the skill she learned is going to be useful is at the Olympics no where else because she refused to incorporate discipline and respect into her actions. Stop kissing blacks asses.,0.578947368,bias,blacks,race,prejudice against black,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 15.7, 'neutral': 47.2, 'entailment': 37.1}, {'contradiction': 65.0, 'neutral': 25.6, 'entailment': 9.4}, {'contradiction': 91.5, 'neutral': 5.6, 'entailment': 3.0}, {'contradiction': 81.0, 'neutral': 11.3, 'entailment': 7.7}, {'contradiction': 92.5, 'neutral': 5.0, 'entailment': 2.5}, {'contradiction': 59.3, 'neutral': 38.5, 'entailment': 2.1}, {'contradiction': 19.4, 'neutral': 41.3, 'entailment': 39.4}, {'contradiction': 67.5, 'neutral': 15.1, 'entailment': 17.5}, {'contradiction': 82.5, 'neutral': 4.6, 'entailment': 12.9}, {'contradiction': 55.1, 'neutral': 25.7, 'entailment': 19.2}, {'contradiction': 24.8, 'neutral': 69.5, 'entailment': 5.6}, {'contradiction': 93.5, 'neutral': 4.5, 'entailment': 2.1}, {'contradiction': 48.5, 'neutral': 17.5, 'entailment': 34.0}, {'contradiction': 47.0, 'neutral': 8.7, 'entailment': 44.2}, {'contradiction': 26.3, 'neutral': 20.0, 'entailment': 53.7}]"
508,144,This is an example of the arrogance and ignorance that exemplifies Anchorage and is the same as a bunch of ugly racist and bigoted White Nationalist Americans moving to Israel and then have the gall to tell Israelis Jews youre lucky we let you stay here.,0.594594595,bias,whites,race,prejudice against whites,"['entailment', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'entailment', 'contradiction', 'entailment', 'neutral', 'neutral', 'contradiction', 'neutral', 'contradiction', 'entailment']","[{'contradiction': 1.4, 'neutral': 24.4, 'entailment': 74.2}, {'contradiction': 13.4, 'neutral': 68.4, 'entailment': 18.2}, {'contradiction': 65.6, 'neutral': 26.7, 'entailment': 7.7}, {'contradiction': 23.8, 'neutral': 47.3, 'entailment': 28.9}, {'contradiction': 16.2, 'neutral': 45.7, 'entailment': 38.1}, {'contradiction': 11.7, 'neutral': 83.1, 'entailment': 5.2}, {'contradiction': 6.0, 'neutral': 40.6, 'entailment': 53.4}, {'contradiction': 50.9, 'neutral': 37.8, 'entailment': 11.3}, {'contradiction': 34.9, 'neutral': 18.4, 'entailment': 46.7}, {'contradiction': 34.2, 'neutral': 37.4, 'entailment': 28.4}, {'contradiction': 12.9, 'neutral': 82.5, 'entailment': 4.6}, {'contradiction': 73.9, 'neutral': 18.1, 'entailment': 7.9}, {'contradiction': 21.2, 'neutral': 50.5, 'entailment': 28.2}, {'contradiction': 53.0, 'neutral': 12.8, 'entailment': 34.2}, {'contradiction': 1.0, 'neutral': 5.7, 'entailment': 93.3}]"
509,145,Christopher history reminds us that you cant talk about equity or equality without talking about decades of free labor which built the financial infrastructure. White Adventists who are complicit in the structural and institutional racism and who benefit from it like most White Americans need to step up and challenge the evils that persist in the country and in the Adventist Church. Thanks for your perspective.,1.0,bias,whites,race,prejudice against whites,"['entailment', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 4.6, 'neutral': 32.4, 'entailment': 63.0}, {'contradiction': 88.7, 'neutral': 8.8, 'entailment': 2.4}, {'contradiction': 95.1, 'neutral': 4.0, 'entailment': 0.8}, {'contradiction': 47.0, 'neutral': 28.4, 'entailment': 24.7}, {'contradiction': 99.5, 'neutral': 0.2, 'entailment': 0.2}, {'contradiction': 95.8, 'neutral': 4.1, 'entailment': 0.0}, {'contradiction': 70.9, 'neutral': 17.3, 'entailment': 11.8}, {'contradiction': 52.5, 'neutral': 25.4, 'entailment': 22.2}, {'contradiction': 67.8, 'neutral': 16.1, 'entailment': 16.1}, {'contradiction': 90.8, 'neutral': 8.9, 'entailment': 0.3}, {'contradiction': 11.0, 'neutral': 82.8, 'entailment': 6.2}, {'contradiction': 98.6, 'neutral': 1.2, 'entailment': 0.2}, {'contradiction': 96.9, 'neutral': 2.6, 'entailment': 0.5}, {'contradiction': 79.2, 'neutral': 9.2, 'entailment': 11.6}, {'contradiction': 9.0, 'neutral': 15.8, 'entailment': 75.1}]"
510,146,Got to love Trump.  No more red carpet from the Kenyan illegal idiot  The illegal Oidiot has no roots in this country from his black half.  We need to deport him too,0.606060606,bias,blacks,race,prejudice against blacks,"['entailment', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment', 'neutral']","[{'contradiction': 0.7, 'neutral': 9.7, 'entailment': 89.6}, {'contradiction': 11.5, 'neutral': 80.9, 'entailment': 7.6}, {'contradiction': 72.5, 'neutral': 23.7, 'entailment': 3.8}, {'contradiction': 47.1, 'neutral': 22.2, 'entailment': 30.6}, {'contradiction': 44.6, 'neutral': 19.7, 'entailment': 35.6}, {'contradiction': 9.9, 'neutral': 67.2, 'entailment': 22.9}, {'contradiction': 0.9, 'neutral': 34.1, 'entailment': 65.0}, {'contradiction': 58.3, 'neutral': 32.6, 'entailment': 9.2}, {'contradiction': 83.0, 'neutral': 8.5, 'entailment': 8.5}, {'contradiction': 14.3, 'neutral': 41.4, 'entailment': 44.4}, {'contradiction': 2.1, 'neutral': 96.8, 'entailment': 1.1}, {'contradiction': 4.4, 'neutral': 27.7, 'entailment': 67.9}, {'contradiction': 0.5, 'neutral': 17.9, 'entailment': 81.6}, {'contradiction': 4.7, 'neutral': 4.8, 'entailment': 90.5}, {'contradiction': 18.0, 'neutral': 44.0, 'entailment': 38.0}]"
511,147,Perhaps the women were black as well as Muslim. From the article: Portland police Sgt. Pete Simpson says the assailant on the train was ranting on many topics using hate speech or biased language and turned his focus on the women.,0.5,bias,"blacks,muslims","race,religion",prejudice against blacks and muslims,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 3.6, 'neutral': 20.6, 'entailment': 75.8}, {'contradiction': 4.8, 'neutral': 20.5, 'entailment': 74.8}, {'contradiction': 60.7, 'neutral': 36.5, 'entailment': 2.8}, {'contradiction': 1.2, 'neutral': 15.2, 'entailment': 83.6}, {'contradiction': 59.3, 'neutral': 40.4, 'entailment': 0.4}, {'contradiction': 54.5, 'neutral': 45.5, 'entailment': 0.1}, {'contradiction': 3.3, 'neutral': 48.3, 'entailment': 48.4}, {'contradiction': 52.0, 'neutral': 44.2, 'entailment': 3.8}, {'contradiction': 17.9, 'neutral': 53.9, 'entailment': 28.2}, {'contradiction': 70.7, 'neutral': 28.5, 'entailment': 0.8}, {'contradiction': 4.2, 'neutral': 90.7, 'entailment': 5.2}, {'contradiction': 85.3, 'neutral': 12.6, 'entailment': 2.1}, {'contradiction': 55.4, 'neutral': 42.4, 'entailment': 2.2}, {'contradiction': 78.2, 'neutral': 16.2, 'entailment': 5.6}, {'contradiction': 7.3, 'neutral': 31.2, 'entailment': 61.5}]"
512,148,You only think that they are bigots because they believe white lives matter instead of black lives matter....,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,"['entailment', 'neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 4.3, 'neutral': 44.9, 'entailment': 50.8}, {'contradiction': 38.7, 'neutral': 51.2, 'entailment': 10.0}, {'contradiction': 80.9, 'neutral': 14.3, 'entailment': 4.8}, {'contradiction': 43.8, 'neutral': 51.1, 'entailment': 5.2}, {'contradiction': 94.6, 'neutral': 5.2, 'entailment': 0.2}, {'contradiction': 55.6, 'neutral': 43.9, 'entailment': 0.4}, {'contradiction': 3.9, 'neutral': 39.3, 'entailment': 56.8}, {'contradiction': 58.0, 'neutral': 25.0, 'entailment': 17.0}, {'contradiction': 7.2, 'neutral': 13.4, 'entailment': 79.4}, {'contradiction': 60.7, 'neutral': 31.6, 'entailment': 7.7}, {'contradiction': 10.3, 'neutral': 88.7, 'entailment': 1.0}, {'contradiction': 72.5, 'neutral': 17.3, 'entailment': 10.3}, {'contradiction': 80.2, 'neutral': 18.1, 'entailment': 1.7}, {'contradiction': 80.0, 'neutral': 12.9, 'entailment': 7.1}, {'contradiction': 3.8, 'neutral': 17.7, 'entailment': 78.5}]"
513,149,Black Pride  being black and proud Gay Pride  being gay and proud White Pride  NAZI  Hypocrisy is a greater crime than racism.,0.712121212,bias,whites,race,prejudice against whites,"['entailment', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 0.2, 'neutral': 2.5, 'entailment': 97.3}, {'contradiction': 37.6, 'neutral': 48.5, 'entailment': 13.9}, {'contradiction': 85.9, 'neutral': 7.4, 'entailment': 6.7}, {'contradiction': 42.2, 'neutral': 28.5, 'entailment': 29.3}, {'contradiction': 89.8, 'neutral': 10.0, 'entailment': 0.2}, {'contradiction': 4.8, 'neutral': 94.8, 'entailment': 0.4}, {'contradiction': 3.3, 'neutral': 51.1, 'entailment': 45.5}, {'contradiction': 41.4, 'neutral': 33.1, 'entailment': 25.5}, {'contradiction': 7.0, 'neutral': 7.0, 'entailment': 86.0}, {'contradiction': 49.3, 'neutral': 44.5, 'entailment': 6.2}, {'contradiction': 0.4, 'neutral': 97.5, 'entailment': 2.1}, {'contradiction': 82.5, 'neutral': 13.6, 'entailment': 3.9}, {'contradiction': 54.6, 'neutral': 43.8, 'entailment': 1.6}, {'contradiction': 94.2, 'neutral': 4.0, 'entailment': 1.8}, {'contradiction': 6.1, 'neutral': 18.3, 'entailment': 75.7}]"
514,150,So the fact that not everyone had a slave makes it to where the U.S. didnt have slavery? Need a citation that Kaepernick thinks every 100 of whites in America are racist.,0.6,bias,whites,race,prejudice against whites,"['entailment', 'neutral', 'contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction', 'entailment']","[{'contradiction': 1.3, 'neutral': 25.0, 'entailment': 73.7}, {'contradiction': 27.1, 'neutral': 49.4, 'entailment': 23.5}, {'contradiction': 91.3, 'neutral': 5.7, 'entailment': 3.0}, {'contradiction': 36.8, 'neutral': 23.4, 'entailment': 39.9}, {'contradiction': 97.2, 'neutral': 2.4, 'entailment': 0.3}, {'contradiction': 56.2, 'neutral': 42.6, 'entailment': 1.2}, {'contradiction': 4.2, 'neutral': 54.6, 'entailment': 41.1}, {'contradiction': 50.8, 'neutral': 27.9, 'entailment': 21.2}, {'contradiction': 51.3, 'neutral': 12.6, 'entailment': 36.1}, {'contradiction': 48.7, 'neutral': 47.6, 'entailment': 3.7}, {'contradiction': 14.9, 'neutral': 73.2, 'entailment': 11.9}, {'contradiction': 90.6, 'neutral': 6.8, 'entailment': 2.6}, {'contradiction': 84.3, 'neutral': 14.1, 'entailment': 1.7}, {'contradiction': 77.9, 'neutral': 9.1, 'entailment': 13.0}, {'contradiction': 1.1, 'neutral': 8.6, 'entailment': 90.3}]"
