,Unnamed: 0,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
11,767,I have no issues with these types of individuals. However it is unfair to the genders that were born female. This transgender may be a female now in physical appearance but still maintains the strength of a male through,0.5,bias,transgenders,lgbtq,prejudice against transgenders,entailment,"[-0.11272919178009033, 0.4438619017601013, 0.07632017135620117]"
12,1791,Sharia law FGM child brides murdering gays and apostates etc. have no place in my Canada.,0.8,bias,muslims,religion,prejudice against islam,entailment,"[-1.7580723762512207, 1.7645916938781738, 0.9718517065048218]"
13,1905,I find Saudi to hold the no.1 spot on creating islamic terrorists.,0.631578947,bias,muslims,religion,prejudice against muslims,entailment,"[-0.528660774230957, 1.5071732997894287, -0.38531526923179626]"
14,4139,I am reminded of Martin Luther Kings Letter From A Birmingham Jail. I am particularly reminded of this paragraph:  We know through painful experience that freedom is never voluntarily given by the oppressor it must be demanded by the oppressed. Frankly I have yet to engage in a direct action campaign that was well timed in the view of those who have not suffered unduly from the disease of segregation. For years now I have heard the word Wait It rings in the ear of every Negro with piercing familiarity. This Wait has almost always meant Never. We must come to see with one of our distinguished jurists that justice too long delayed is justice denied.  Substitute homosexual for Negro and it rings true in this situation.,0.7,neutral,,none,,neutral,"[-0.5911945700645447, 0.6857746839523315, 0.864176332950592]"
15,217,Sure are a lot of blacks in Anchorage terrorizing the community better call TRUMP,0.657142857,bias,blacks,race,prejudice against blacks,entailment,"[-0.5280707478523254, 0.71659916639328, 0.43888434767723083]"
16,1628,This is absurd and beyond insane. His parents and supporters encouraged him and Islam brainwashed him to be a killer.  They must pay  The Cdn taxpayers have nothing to do with his problems so why are they always paying for the stupid white people lack of common sense.,0.706896552,bias,"muslims,whites","religion,race",prejudice against muslims and prejudice agianst whites,contradiction,"[0.629523754119873, 0.5874978303909302, -0.9468598961830139]"
17,3436,Statistics show blacks commit 6x the rate of murder of whites so.,0.714285714,bias,"blacks,whites",race,prejudice against blacks and towards whites,entailment,"[-1.6761229038238525, 2.6349925994873047, -0.05876099318265915]"
18,1805,I wish we could deport American Catholics who play censor on comboxes.     Censoring comments because you disagree with them....how incredibly lame.,0.614285714,bias,christians,religion,prejudice against christians,entailment,"[-1.5148768424987793, 2.6660261154174805, -0.2731117606163025]"
19,3679,What are you doing to stop the trash like McVeigh you know the homegrown Terrorist...since Trump is keeping the Muslims out you ought to have a plan to rid us of the American Terrorist...MAGA,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8550595641136169, 1.1860551834106445, 0.7996669411659241]"
20,2278,Ah gee I thought I could get a job rounding up Mexicans and Muslims and putting them in boxcars. Promises of a police state crushedmaybe.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[-1.251464605331421, 1.4326409101486206, 0.6976202726364136]"
21,53,I read on three different places on the internet that Nick Travis is a transgender bathroom checker vigilante. Its out there go do your own google search,0.25862069,neutral,,none,,neutral,"[-2.83046555519104, 1.612497091293335, 1.783393383026123]"
22,1307,Almost as mendacious as literature from abortionists: an editorial talking about the irrelevance of procreation to sexuality that is captioned by a picture of a mother with a baby not two homosexuals engaged in sodomy.,0.9,bias,homosexuals,lgbtq,prejudice against homosexuals,entailment,"[-1.4369025230407715, 2.0436501502990723, 0.4398278594017029]"
23,3462,Yes if the Catholic Church were not so darned ... Catholic ... we could join the LDS and the Anglicans in changing dogma on the fly.  Some minor notes ... the committee discussing birth control was not granted any authority to approve or disapprove anything. It was supposed to be giving the Holy Father some pros and cons to consider. And its report was not for public consumption but was leaked.  When we talk about chance we mean if something is certain the probability is 1 and if absolutely positively cannot occur the probability is 0.  When you write During Vatican II the chance existed to change this ... were looking at 0.,0.5,neutral,,none,,neutral,"[0.04944927990436554, 0.5174849033355713, 0.6516045928001404]"
24,2787,ISIS terrorists kill people who do not believe as they do. American neoNazis White Supremacists and the KKK also kill people who do not believe as they do.,0.6,bias,whites,race,prejudice against whites,entailment,"[-1.6087613105773926, 1.747789740562439, 0.7853079438209534]"
25,2276,The Dems are just the lesser of 2 evils. The GOP elected a bigot and racist president. What has the GOP done for black folks since the 1960s? When ever I forget that Im black some white person always reminds me that Im black.,0.653333333,bias,whites,race,prejudice against whites,entailment,"[-0.20237302780151367, 1.4207251071929932, -1.248955249786377]"
26,1273,Another Mo...its always the Mos that do this crazy crap...I hate black people that hate white people...just keeps going and going and going..will it ever end with these Mos?,0.746478873,bias,blacks,race,prejudice against blacks and towards whites,neutral,"[-4.595095634460449, 1.4890016317367554, 3.3761138916015625]"
27,1763,The study will never be pursued because the strides that homosexual activists have made in the last 20 years have been accomplished by burying samesex sodomy within the term gay and now lgbt and holding those terms out as about nothing but love and tolerance.  Gay and sodomy you cant have one without the other as the old song goes.,0.5,bias,homosexuals,lgbtq,prejudice against homosexuals,entailment,"[0.1183699294924736, 1.40260648727417, -0.6112804412841797]"
28,2757,This is a tired dialogue that serves no purpose except for providing soap boxes to the writers. A winging atheist is as tiresome as a winging Christian.  Whatever you believe is a private affair and I dont want to listen read or be subjected to the reasons why.,0.5,bias,christians,religion,prejudice against christians,entailment,"[-0.06684863567352295, 1.4496285915374756, -0.7609372735023499]"
29,837,Klein is a self hating Jew that no intelligent person takes seriously. Congrats on finishing your first semister of Poli Sci though,0.571428571,bias,jews,religion,prejudice against jews,neutral,"[-2.6381170749664307, 1.1567562818527222, 2.228168249130249]"
30,759,More white supremacist garbage hope you rot in prison but I am sure the Aryan nation scuzz will protect you.,0.716666667,bias,whites,race,prejudice against whites,neutral,"[-2.1982429027557373, 0.8202263116836548, 1.8679356575012207]"
31,3112,So if they refuse to dance for a black official or a gay official you are just as approving?,0.546875,neutral,,none,,neutral,"[-1.745755910873413, 1.105763554573059, 1.4270868301391602]"
32,792,Its bad enough we already have all these American sickos living in this country shooting up theatre schools churches malls etc. we dont have room for crazy muslims.,1.0,bias,muslims,religion,prejudice towards muslims,entailment,"[-1.359161376953125, 2.883009910583496, -0.27639809250831604]"
33,2940,Again your whinge is gay sex is icky.,0.85230179,bias,gays,lgbtq,prejudice against gays,entailment,"[-2.5994739532470703, 1.7158026695251465, 1.7142555713653564]"
34,2817,Catholic priests wants all of you to feed their penis.  The priests has a message:  trust in us is to trust in God.  Ha Ha Ha,0.508275494,bias,christians,religion,prejudice against christians,entailment,"[0.6025959849357605, 1.1854157447814941, -1.2182400226593018]"
35,2166,F texas and all the other bible thumping bigots and sexists.,0.285714286,neutral,,none,,neutral,"[-3.3218398094177246, 0.5876043438911438, 2.731555700302124]"
36,355,IT IS ISLAM.  This murdering cult has been doing it for centuries.   ALL those who are allowed to immigration to America  follow Sharia law ALL of them.,0.8,bias,muslims,religion,prejudice against muslims,entailment,"[-0.7848727107048035, 1.6665704250335693, -0.3825966715812683]"
37,3763,Homosexual marriage is a public sinful act recognized as such by the Canon Law and leading de facto to excommunication,0.6,bias,homosexuals,lgbtq,prejudice against homosexuals,entailment,"[-1.8975484371185303, 1.9927023649215698, 1.1117165088653564]"
38,1022,Watch that top vid in the beginning where they show the protesters engage.  The supremacist guy charges into the crowd and at 0:20 he swings at a girl and whiffs and she comes after him.  LMAO...what a tough hero  Ok ok...white guys cant box...LMAO....,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.6033557057380676, 0.8864786028862, 0.016232535243034363]"
39,3100,Dont worry Richard no one will ever take away your right to hate black people or gay people for having the same legal rights as you. Your bigotry and intolerance will always be protected by the US Constitution so you can feel free to be just as hateful and closeminded as you always have been.,0.6,neutral,,none,,neutral,"[-2.037893056869507, 0.7927833199501038, 2.0236408710479736]"
40,645,You dont see conservatives stepping on the American flag you dont see conservative telling everyone how bad and racist American is. Look in the mirror bud,0.263888889,neutral,,none,,neutral,"[-0.8871948719024658, 0.7008423209190369, 1.034538984298706]"
41,2401,So were supposed to tolerate radical muslims trying to kill us?,0.714285714,bias,muslims,religion,prejudice against muslims,contradiction,"[1.764280080795288, 0.008540913462638855, -1.6412475109100342]"
42,2962,White genocide.,0.7,bias,whites,race,prejudice against whites,neutral,"[-4.110632419586182, 0.3508755564689636, 3.7390379905700684]"
43,1575,Bunch of racists  I suppose all BLACK bears look alike huh?,0.513157895,bias,blacks,race,prejudice against blacks,neutral,"[-3.2925612926483154, 0.6322258710861206, 3.3797426223754883]"
44,569,No white privilege no white guilt. No white guilt means no more free stuff. They will keep pushing the white privilege as its the new argument to make all whites unconsciously racist.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.459388017654419, 0.9787974953651428, 0.7547481060028076]"
45,375,The only comparison I was making between pedophilia and homosexuality is that Jesus doesnt speak about either the point being that silence does not imply acceptance.    You decided to try and make a distinction with respect to harmfulness and I replied in kind.  While I might have not mentioned harmfulness of lesbianism AIDS is primarily a male homosexuality issue it doesnt change the fact that homosexuality is indeed harmful.,0.8,bias,homosexuals,lgbtq,prejudice against homosexuals,entailment,"[-1.0410866737365723, 2.188948631286621, 0.20279698073863983]"
46,1866,A story about a dying baby and MSW makes it about Trump.  Looking forward to NCRs upcoming story on the bust of the Vatican gay orgy.,0.9,bias,gays,lgbtq,prejudice against gays,entailment,"[-0.14889492094516754, 1.7179967164993286, -0.9653866291046143]"
47,2370,The lying smiling christian crusader didnt mention Comeys testimony....and neither Pence or Handel  mentioned Our Great Leader during their fundraising.......the rats are running.  Obstruction Collusion  StupidityMAGA,0.253521127,neutral,,none,,neutral,"[-1.7417957782745361, 0.7071628570556641, 1.6675891876220703]"
48,653,Youre right.  I wont.  White man speaks with forked tongue.,0.571428571,bias,"whites,men","race,gender",prejudice against white men,entailment,"[-0.7867986559867859, 1.2960577011108398, 0.07019766420125961]"
49,1907,Yeesh what is this world coming to.  Oh no someone called me a Canuck the other day my feelings are now hurt I better take time off work and sue someone and someone better get punished.  LBGT...isnt that an ice cream store? :    Whatever... what a joke...like where did this come from recently your now proud of it? My apology would have gone like this:  Im very sorry you are a bunch of queers,0.528571429,bias,LGBT,lgbtq,prejudice against LGBT,neutral,"[-1.670198917388916, 0.7196520566940308, 1.2808256149291992]"
50,827,I am sure they are going to come out in droves.  You cant be gay and be conservative.  You cant be gay and be weary of socalled multiculturalism.  You cant be gay and have any opinion that doesnt parrot what some liberal mouthpiece is blabbering.  It is time for gays and women to say Islam is a religion that hates us.,0.672131148,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8798091411590576, 0.8249002695083618, 0.6220738887786865]"
51,3113,who kills the most blacks? blacks. if a cop says stop do it. dont approach him dont keep on walking. thank you to all the policemen that keep us safe. and while there are bad cops most are good. which is more than can be said about most of our politicians. obama started this garbage. fergusen brought his death on himself. most do.,0.7,bias,blacks,race,prejudice against blacks,entailment,"[-1.2570173740386963, 1.356933355331421, 0.716046154499054]"
52,2277,your a fKING ahole take a hike and die you commy chinese fk god you losers are another evil in the world,0.285714286,bias,chinese,race,prejudice against chinese,neutral,"[-3.3075568675994873, 1.3396943807601929, 3.386911392211914]"
53,3714,I guess that 2 of the 3 responses feel that black lives really dont matter...that black unarmed men can be shot in the back but thats ok...unreal.   ,0.575,bias,blacks,race,prejudice against blacks,entailment,"[-2.124999761581421, 1.8798587322235107, 1.1359193325042725]"
54,2988,this is indoctrination 101 as if racism doesnt happen from the left or black community no never  god help this young woman to deal with the brain washing bs the lunatic left is doing to her.,0.285714286,neutral,,none,,neutral,"[-1.469149112701416, 0.23704791069030762, 1.8538811206817627]"
55,1332,If you are a mainreader of the HuffingGlue Post youd believe such trash. Look at countless online videos that the Media refuses to publish. Youll see the rabid violent zealous hatred of the crazy leftist regressive socalled social justice warriors. When called to back up their claims that Trump is racistthey CANT do it. They just then go on to a frustrated namecalling rant against the person questioning them. Its not racist to want to protect your country. Trump only talked about deporting ILLEGAL Aliens. NOT all Mexicans. And as far as Muslims go.......they are a bigoted sexist homophobic hategroup after all....,0.590909091,bias,muslims,religion,prejudice against muslims,entailment,"[-0.6166738271713257, 1.12680983543396, 0.28717276453971863]"
56,3032,Who cares if women march to protest Trump becoming 45th US President??  Brainless act  by silly women with nothing important to do with their time ,0.525,bias,women,gender,prejudice against women,entailment,"[-1.4078598022460938, 1.9142606258392334, -0.6468948125839233]"
57,2910,Canada is an international embarrassment.,0.5,bias,canadians,race,prejudice against canada,neutral,"[-3.4092679023742676, 1.968559980392456, 2.139410972595215]"
58,1716,Putting a black in charge to fix the corruption of whites this is lame seriously.,0.7375,bias,blacks,race,prejudice against blacks,entailment,"[0.01144787110388279, 1.1857001781463623, -0.8168379664421082]"
59,2187,WHITE LIVES MATTER NO JUSTICE NO PEACE,0.6,bias,whites,race,prejudice against whites,neutral,"[-2.6940829753875732, 1.4738342761993408, 1.5866093635559082]"
60,584,NO NO NO NO NO You cannot call Muslims innocent and nothing to so with terrorism then not do the same here. We will speak out harshly against Islam. Arrest me now scum Pay me later for breaching my speech rights.,0.6375,bias,muslims,religion,prejudice against muslims,neutral,"[-1.3308477401733398, 0.488803893327713, 1.621825933456421]"
61,1401,Got your drift Jay Bob Moslems will never be as good as Christians or Jews and they  must always must be seen as inferior or subhuman or inhuman. Islam is a religion that will never have your respect. Youre coming across loud and clear.,0.936363636,bias,muslims,religion,prejudice against muslims,neutral,"[-2.8235690593719482, 0.9997620582580566, 2.669454574584961]"
62,2005,taliban is you nigga,0.771428571,bias,blacks,race,prejudice against blacks,neutral,"[-2.0207293033599854, 0.7554756999015808, 1.9678514003753662]"
63,1338,They have no interest in improving it.  They are against government  involvement except Medicare and Medicare part D for Drugs which was a Bush program and particularly are opposed to a system put in place by Democrats lead by a black guy they hated.,0.5,bias,blacks,race,prejudice against blacks,entailment,"[-2.0220766067504883, 2.6034417152404785, 0.3083078861236572]"
64,3786,no doubt but what good does only my understanding do if the races commitin the crimes wont bother trying to understand and work either? you think Im racist and to a degree ill give you credit but it is only because of the black people Ive met and known. Only 10 of 100 I know would I introduce to my friends and family the others belong in halfway houses. The first people to beg me to help them steal with them were black the first con on the run I met was black the first person to admit to me he stole all the food he ever ate in this state was black. The first people I know to kill and be killed over a pair of shoes were both black. And lastly the first bank robbers of the year at this spot were black Grow up in all ways,0.8,bias,blacks,race,blacks are thieves,entailment,"[-1.193535327911377, 1.5991811752319336, -0.14445383846759796]"
65,3108,when Oregonians thankfully overwhelmingly rejected it.  Oregonians rejected it and thats a good thing but its mitigated a bit by the fact the Oregon also made it illegal for blacks to be in the state punishable by a public whipping 39 lashes every six months until they left.  That is the primary reason why Oregon is one of the whitest states in the nation.,0.7,neutral,,none,,neutral,"[-0.5910382866859436, 0.5742747187614441, 0.9703924655914307]"
66,2211,People cant create a chaotic situation and then act innocent when a helicopter needs to be called in.  The protestors had a legal permit to be there.  Lobbing concrete filled bottles and assaulting people is not a way to deal with uncomfortable opinions.  Some selfreflection is required from everyone involved  not just evil white nationalists.,1.0,bias,whites,race,prejudice against wwhites,entailment,"[-1.1332411766052246, 1.5490748882293701, 0.34239262342453003]"
67,1799,Ya its the white guys fault.,0.8,bias,whites,race,prejudice towards whites,entailment,"[-1.5382850170135498, 2.403563976287842, 0.2221396118402481]"
68,2656,How about the teacher I once worked with that told a group of 6th graders that gays are all hellbound pedophiles.  I bet youre OK with that though.,0.525,neutral,,none,,neutral,"[-3.3495070934295654, 0.9638025164604187, 2.657728910446167]"
69,458,proud boys are really just a bunch of gay boys.,0.685714286,bias,gays,lgbtq,prejudice against gays,entailment,"[1.1282129287719727, 1.3953551054000854, -1.9866943359375]"
70,1876,Very interesting ... What will Trump do next? Ban all Muslim?,0.833333333,neutral,,none,,neutral,"[-1.9707367420196533, 1.4707350730895996, 1.6011378765106201]"
71,262,Move on people nothing to see. By the end of the day the MSM will blame this on Trump and white supremacists. What where they thinking putting a statue of a Basque separatist in the middle of La Ramblas.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.5182807445526123, 1.6204071044921875, 0.20393097400665283]"
72,2584,Can we please have a heterosexual leader.  Would that be possible or am I breaking all the taboos again.  I dont care if someone is gay or not.  I care that I am lead by someone is living the average life of most people and views things as the majority would.  George Smitherman is responsible for all the Utility mess and again he is another gay person with an ego.  Enough of this already.,0.833333333,bias,gays,lgbtq,prejudice against gays,entailment,"[-0.5431950688362122, 0.8153796792030334, 0.17388254404067993]"
73,3286,Then keep them out too. We dont need to import rapists losers welfare leeches South American Marxist priests bathit crazy  European intellectuals Central American MS13 gang members  Muslims looking to make Islam the official religion of America etc. etc. etc....  You and the Pope spend too much time defending Islam. Islam deserves condemnation.,0.6125,bias,muslims,religion,prejudice against muslims,neutral,"[-1.6863501071929932, 0.883812427520752, 0.9875150918960571]"
74,2193,How about we reprimand white foreigners who emigrated to South Africa during apartheid ?Dont you think they deserve a few smacks for aiding and abetting apartheid. :,0.5,bias,whites,race,prejudice against whites,entailment,"[-0.1647515892982483, 1.0753766298294067, -0.36198917031288147]"
75,542,This story highlights what Ive know for years christians are totally screwed in the head and need to be fought at every turn.  They cant even protect THEIR OWN DAUGHTER ... from this religious monster.  Yikes,0.5,bias,christians,religion,prejudice against christians,entailment,"[-1.6761949062347412, 1.6550425291061401, 0.5492690205574036]"
76,1728,Look at what the Jews have contributed to the world: medicinesciencetechnologyeducationmoralityetc. What have the Muslims given us ? Suicide bombing veiled women flying planes into office buildings underage sex etc. The Arabs have a large portion of the world and they can take in their bretheran rather than have Alaska foot the bill.,0.575,bias,muslims,religion,prejudice against muslims,entailment,"[0.004668839741498232, 1.4705286026000977, -0.5703490972518921]"
77,2577,Well thats not very inclusive of Womens bathrooms  The President should decree that all Womens Restrooms receive urinals so as to be more inclusive for the gender confused who just happen to have a penis.,0.2875,neutral,,none,,neutral,"[-1.4800782203674316, 0.4306015968322754, 1.8844037055969238]"
78,1741,Zionists who are against Israel are not Zionists but stinking KAPOs.  They are scum the lowest of the low in bed with the Radical Islamic piece of excrement Barack Hussein.  May they enjoy a VERY short existence on this earth.,0.514285714,bias,muslims,religion,prejudice against muslims,entailment,"[-0.9123006463050842, 1.2858961820602417, -0.016687020659446716]"
79,4089,Nope. They dont.  Bigots are scum.     Even if they manage to get a degree in something they are still scum.  Black. White Brown doesnt matter.    BA BS JD PhD MFA.  GED.  doesnt matter.    They are still scum,0.605633803,neutral,,none,,neutral,"[-2.3108224868774414, 1.0142959356307983, 1.926469326019287]"
80,3241,One more black lives matter who has lost his way.,0.6,neutral,,none,,neutral,"[-0.9740269780158997, 1.0396696329116821, 1.1237990856170654]"
81,3758,How many Catholic bishops will make a deal with the devil in exchange for an antiabortion Supreme court nominee? What deal? Supporting racist and antiMuslim policies by Trump The Prolife movement associated with the Susan B Anthony group have already doused themselves in the Trump Swamp. They have forever weakened and dirtied their message by glorifying the Pussy Grabber in Chief. Many people who may have been supportive of their work will turn away because of their mindless support of the GOP and a man like T rump.,0.7,neutral,,none,,neutral,"[-1.5256669521331787, 0.15308377146720886, 1.7235682010650635]"
82,1170,M103 relates to hate speech and to follow up on your comment...  . . . it is important to protect All Canadians from crimes.. not just Muslims..,0.5,bias,"canadians,muslims","race,religion",prejudice against canadians and muslims,neutral,"[-1.242067575454712, 0.9521356225013733, 1.0406148433685303]"
83,2169,AntiMuslim hate?  Hmm.... I used to support Islam back in the 80s when it was popular to demonize it for abusive attitudes toward women.  I thought that westerners lacked cultural understanding of Islam.  However after many recent years of Islamic terrorists murdering thousands of innocent people I no longer support Islam.  Islamic terrorism is a daily event Russia is soupdejour today I believe.  There are many countries with large Muslim minorities like France how has that been working for you lately?.  There are Muslim countries like Turkey which nightclub do you want to celebrate New Years Eve in?.  I think Islam is a blight.   I think that Islam is a stupid and barbaric religion forever frozen in 7th century violence.  If I said this in a Muslim country I would be murdered.  If I said this in a European country my life would be in danger.  I believe that in Canada I can still safely say what I think.... but for how long?,0.538461538,bias,muslims,religion,prejudice against muslims,neutral,"[-1.3050296306610107, 0.16483139991760254, 1.3901853561401367]"
84,2020,Horrible child molesting idiot lesbian liar...And those are her good qualities,0.614457831,bias,lesbians,lgbtq,prejudice against lesbians,entailment,"[0.03110140562057495, 1.466564655303955, -0.9339526891708374]"
85,2152,It is not a faith thing  traditionally Arabs looked down on blacks and they were very active in the slave trade.,0.5,bias,"arabs,blacks",race,prejudice against arabs and towards blacks,entailment,"[-2.0390684604644775, 1.9111913442611694, 1.177095651626587]"
86,3509,You also see a lot of white people seek out a white doctor lawyer priest real estate agent mechanic music teacher restauranteur etc.  So what?  This lady was rejecting the doctor on duty at a clinic based on hisher race.  This is racist and idiotic.  Is the clinic supposed to have a male and female doctor of every ethnicity on duty at all times?,0.283783784,neutral,,none,,neutral,"[-2.679502487182617, 0.8257791996002197, 2.605922222137451]"
87,3271,Some day atheists will provide evidence that their nogod doesnt exist. Until then it just seems like another mentally ill club with insane premises to me.,0.6,bias,atheists,religion,prejudice against atheist,entailment,"[-1.5721309185028076, 2.0324292182922363, 0.6475201845169067]"
88,2965,how dare they take the person most qualified rather than the white male,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.2927417755126953, 1.85965096950531, -0.25865164399147034]"
89,1796,Whats ridiculous is women claiming to have any understanding whatsoever of what masculinity is or means to a man. Shall we call it womansplaining?  Thats whats ridiculous.,0.5,bias,women,gender,prejudice against women,entailment,"[-1.1778666973114014, 2.1826353073120117, -0.8560560345649719]"
90,1133,The reality is that nazis neonazis white supremacists are nothing but scum.  The confederate traitors lost get over it.,0.585714286,bias,"nazis,whites","political,race",nazis and whites are scums,neutral,"[-3.716599464416504, 0.4661421477794647, 3.078709363937378]"
91,4174,After the massacre in Orlando Muslim leaders and gay rights activist exonerated Islam and blamed Trump .,0.5,bias,"muslims,gays","religion,lgbtq",prejudice against muslims and gays,entailment,"[0.030452687293291092, 1.182070255279541, -0.10561354458332062]"
92,4042,Cant wait for his next meltdown when someone does his genealogy and he finds out his grandma is Jewish and his greatgranddad is Black.,1.0,neutral,,none,,neutral,"[-1.6345670223236084, 0.8109121322631836, 1.4834425449371338]"
93,744,Cubans have less class than Mexicans which means they are almost rock bottom.,0.7,bias,"cubans,mexicans",race,prejudice against cubans and mexicans,entailment,"[-1.8135898113250732, 3.1081089973449707, -0.06999881565570831]"
94,385,It WOULD be interesting to know the percentage white males that were killed during routine traffic stops. Or the number of white men lynched in the twentieth century for that matter.,0.833333333,bias,whites,race,prejudice against whites,entailment,"[-1.7988879680633545, 2.303351879119873, -0.0772090032696724]"
95,898,Yeah cause zero did so much for the blacks of America.,0.274193548,neutral,,none,,neutral,"[-1.621107816696167, 0.9807314276695251, 1.7336840629577637]"
96,1252,Because black on black deaths didnt mean hit...but come hell or high water we stand up against the media hyped race war and will protest.  Wake the flock up sheeple.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.7405693531036377, 0.9557099938392639, 1.2216460704803467]"
97,1310,Didnt take long to bring up nazis....since you did anyway....here is a little education for you: nazis were rabid anticommunists antisocialists by extension. For ISIS and their followers religion is center pillar.,0.258064516,neutral,,none,,neutral,"[-1.8917882442474365, 0.5343216061592102, 1.773200511932373]"
98,3458,It doesnt get better than when Leftist animals eat their own. I especially enjoy it when one self identified victim group like BLM gets into a game of whosethebiggervictim with another selfidentified victim group like the nonsensical womens march.,0.6,bias,"left wing,women","political,gender",prejudice against lefts and women,entailment,"[-1.7183122634887695, 1.720445990562439, 0.808645486831665]"
99,520,Islam was never a religion of peace it was borne of the sword and so too shall it end.,0.9,bias,muslims,religion,prejudice against muslims,entailment,"[-0.8074896335601807, 2.3669495582580566, -0.458284467458725]"
100,3152,He doesnt care.  These complacent white animal lovers value animal lives over human lives.  He would rather an entire native village starve than a single whale be killed to feed them.  For all their liberal posturing these people are no less white supremacists than the Arkansas crackers who valued their dogs lives over my familys under Jim Crow.,0.6,bias,whites,race,prejudice against whites,entailment,"[-1.2129266262054443, 0.9491190910339355, 0.6859423518180847]"
101,3126,Yes and no one is more threatening than gays. The Catholic Church is more welcoming of the unrepentant serial rapist than a married homosexual.,0.5,bias,"gays,christians","lgbtq,religion",prejudice against gays and towards christians,entailment,"[-1.456540584564209, 2.0807700157165527, -0.000494720006827265]"
102,3834,I dont know why hes so focused on the travel ban we have the birthers the neonazis the white supremacists Russians deplorables evangelicals the holy liars the Real Americans and other problem citizens he needs to be aware of......aoha and enjoy all the Fake News  Fake Facts......lol,0.7,bias,"whites,russians,evangelicals","race,religion",prejudice towards whites and evangelicals,entailment,"[-0.11207406222820282, 1.3296844959259033, 0.19064274430274963]"
103,2059,Not all Republicans are racists. However they are all collaborators with racists. They are like the good Germans that never asked where did the Jews disappear to? Today they never question why cops kill so many unarmed black  people including children.,0.6,bias,"blacks,jews","race,religion",prejudice against blacks and jews,entailment,"[-2.1736900806427, 1.3884234428405762, 1.0427331924438477]"
104,94,lefties or liberals with mental disorders cannot handle the truth.,0.5,bias,liberals,political,prejudice against liberals and lefts,entailment,"[-1.9477150440216064, 1.545703411102295, 1.1761529445648193]"
